image,utc,latitude,longitude,altitude_m,satellites,hdop,speed_kmph,course_deg,roll_deg,pitch_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps,total_acc_g,stable,level,jpeg_bytes,capture_ms
IMG_000001.JPG,2026-07-17T03:41:25Z,42.6398862,77.0738157,1621.30,5,2.35,1.185,115.24,-0.712,3.135,-1.534,-5.389,-5.086,1.0514,1,1,109004,422
IMG_000002.JPG,2026-07-17T03:41:26Z,42.6398847,77.0738155,1621.30,5,2.35,0.667,115.24,-0.037,2.992,-3.763,3.267,-3.514,1.0270,0,1,113169,459
IMG_000003.JPG,2026-07-17T03:41:28Z,42.6398790,77.0738180,1621.00,5,2.35,1.185,115.24,-0.153,2.489,-3.747,1.328,1.593,1.0520,1,1,104483,428
IMG_000004.JPG,2026-07-17T03:41:28Z,42.6398790,77.0738180,1621.00,5,2.35,1.185,115.24,-0.112,1.626,2.810,0.115,-2.949,1.0485,1,1,108199,447
IMG_000005.JPG,2026-07-17T03:41:29Z,42.6398767,77.0738190,1621.00,5,2.35,1.056,115.24,-0.546,3.719,5.779,5.115,-3.079,1.0658,0,1,106391,413
IMG_000006.JPG,2026-07-17T03:41:30Z,42.6398747,77.0738185,1621.10,5,2.35,0.907,115.24,-0.661,-0.739,-9.045,7.573,-9.407,1.0417,0,1,98936,389
IMG_000007.JPG,2026-07-17T03:41:31Z,42.6398745,77.0738158,1621.10,5,2.34,0.444,115.24,-2.560,4.010,1.352,4.076,-0.483,1.0284,0,1,96155,407
IMG_000008.JPG,2026-07-17T03:41:33Z,42.6398728,77.0738078,1621.10,5,2.34,0.648,115.24,-0.209,1.475,5.810,-4.458,-8.521,1.0828,0,1,92296,373
IMG_000009.JPG,2026-07-17T03:41:34Z,42.6398720,77.0738058,1621.10,5,2.34,0.704,115.24,-2.173,1.748,-16.702,14.168,-6.269,1.0116,0,1,85997,367
IMG_000010.JPG,2026-07-17T03:41:51Z,42.6398627,77.0737907,1621.20,5,2.33,0.426,115.24,0.513,1.420,-7.931,-1.939,2.479,1.0541,0,1,115064,471
IMG_000011.JPG,2026-07-17T03:41:52Z,42.6398628,77.0737903,1621.20,5,2.33,0.259,115.24,-0.964,0.982,-0.175,-1.145,0.647,1.0470,1,1,114668,462
